conm,gvkey,datafqtr,bkvq,atq,ltq,cstkq,sic,saleq,isin,sedol,dup
SICHUAN DOWELL SCIENCE,322109,2018Q1,633.30804,726.50702,56.714001,59.740002,2800,71.598099,CNE100002CQ3,BY7RX35,0
ISHARES ESG 1-5 YR USD CR BD,32211,2018Q1,,,,,6722,,US46435G2434,,0
UNIVERSAL PARTNERS LTD,322110,2018Q1,,71.087997,.066399999,71.847198,6799,,MU0526N00007,BD89TT1,0
VOICETEL COMMUNICATIONS SA,322114,2018Q1,20.6717,32.602699,11.922,.112,7370,4.8930001,PLVCTCM00019,BD9YDK4,0
BANK OF GUIYANG CO LTD,322117,2018Q1,26849.213,460328.41,433366.22,2298.592,6020,,CNE100002FX2,BD1FTB8,0
GUANGXI RADIO & TELEVISION,322118,2018Q1,3410.0652,7543.749,3842.499,1671.0262,4841,588.40839,,BYZ5R17,0
AURORA LABS LTD,322120,2018Q1,3.4482002,4.2821002,.52700001,10.5103,3559,.0548,AU000000A3D7,BDC6V58,0
SHANGHAI FILM CO LTD,322121,2018Q1,2116.0559,2959.5015,778.48499,373.5,7822,298.8624,CNE100002G92,BD1FT96,0
GIGADEVICE SEMICONDUCTOR,322122,2018Q1,1697.2766,2528.4314,816.62701,202.6797,3674,541.5166,CNE1000030S9,BYM9X70,0
NEW TREND INTL LOGISTICS,322124,2018Q1,799.065,1340.0765,527.22101,154.0296,7370,131.2047,CNE100002CM2,BY7RX24,0
SHENZHEN BINGCHUAN NETWORK,322125,2018Q1,1524.8741,1724.0286,197.662,100,7372,58.777,CNE100002CN0,BYM9X81,0
OPPLE LIGHTING CO LTD,322126,2018Q1,3568.1042,6131.3359,2425.9209,579.47913,3640,1482.7577,CNE100002FW4,BYP2064,0
TOWER INVESTMENTS SA,322128,2018Q1,55.705898,99.983498,41.373001,1.5608,6552,,PLTWRNV00013,BY7RL19,0
ANHUI ANDELI DEPARTMENT ST,322129,2018Q1,507.20145,1470.795,855.58301,80,5311,532.42798,CNE1000030R1,BDBBGK4,0
AEX GOLD INC,32213,2018Q1,.98400003,1.779,.79500002,6.697,1040,0,US00108V1026,,0
VIDEOBUR STHLM INT AB,322130,2018Q1,-1.3401,3.4547,2.474,.90249997,7370,.4596,SE0008375331,BD4F5S4,0
AGROKASA HOLDINGS SA,322131,2018Q1,226.79799,269.82599,42.632,24.621,100,8.1700001,PEP713801004,B5ZV7G7,0
ASCENCIA LTD,322132,2018Q1,6798.4751,11888.612,5077.583,3699.5049,6512,,MU0259I00005,B3KQFB4,0
APANET SA,322133,2018Q1,1.0471001,1.5331,.484,.345,3822,.28439999,PLAPANT00017,BQT3T93,0
AUTINS GROUP PLC,322136,2018Q1,12.028001,27.252001,11.451,.442,3714,7.9274998,GB00BD37ZH08,BD37ZH0,0
TAISUN INTL HOLDING CORP,322137,2018Q1,1502.4779,1735.512,231.759,357,2670,419.57199,KYG8661F1028,BD09NZ3,0
CHENGDU SHENLENG LIQUEFACT,322138,2018Q1,644.17151,986.6521,332.16299,80,3569,35.386101,CNE100002CW1,BDBBGN7,0
CIEL TEXTILE LTD,322140,2018Q1,,10102.26,5265.7568,685.86499,2300,3177.0811,MU0071I00004,6343118,0
GUANGDONG REDWALL NEW MAT,322146,2018Q1,953.72357,1314.9502,340.72501,125.0395,2810,167.0872,CNE100002BN2,BDG03W7,0
MEDINE LTD,322147,2018Q1,,21917.121,6007.6748,1050,2060,618.18701,MU0097I00009,6585783,0
MIKOBEAUTE INTERNATIONAL LTD,322148,2018Q1,680.78601,830.76099,146.69299,219.89999,2844,227.674,TW0006574007,BYVXGB8,0
DATAMETREX AI LTD,32215,2018Q1,.12999964,26.155001,5.1620002,26.426001,3577,1.243,US23809L1089,,0
ONCOLOGY VENTURE SWEDEN AB,322154,2018Q1,30.032997,108.421,34.200001,1.937,2836,.29800001,SE0007157409,BYZYTR4,0
QANTM INTELLECTUAL PROPERTY,322160,2018Q1,1.3220024,102.272,34.254002,293.798,8711,24.606001,AU000000QIP0,BD1F0W6,0
JIANGSU FLOWERS KING HORTICU,322164,2018Q1,767.05896,2899.0222,1816.12,333.375,700,204.11971,CNE1000030Q3,BZ3CJW2,0
SHANDONG HEAD CO LTD,322165,2018Q1,595.92285,1172.4977,482.84,95.559998,2860,173.2205,CNE100002BP7,BDBBGL5,0
RAJTHANEE HOSPITAL PCL,322170,2018Q1,1640.3091,2043.748,308.27301,300,8062,382.923,TH7398010002,BD41Z60,0
AGV GROUP LTD,322171,2018Q1,.17100096,30.187,25.747999,13.453,3470,3.4579999,SG1DB3000005,BZ4V780,0
SHENZHEN TONGYI INDUSTRY CO,322172,2018Q1,404.00992,609.31012,203.88699,56.476898,5160,284.41711,CNE100002CT7,BYV7HN9,0
PIONEER MARINE INC,322173,2018Q1,,253.43201,98.866997,154.565,4400,15.36,MHY698351092,BKXN801,0
JIANGSU KUANGSHUNA PHOTO,322178,2018Q1,583.62463,1564.998,308.561,193.0276,2810,137.5728,CNE100002CS9,BDG03V6,0
NINGBO HENGHE MOULD CO LTD,322180,2018Q1,293.35791,719.89691,337.66101,209,2820,109.8069,CNE100002CV3,BYNC4R5,0
WUXI HONGSHENG HEAT EXCHG,322183,2018Q1,362.87341,573.80103,104.981,100,3443,99.890602,CNE1000030P5,BDBBGP9,0
LITIUM AB,322184,2018Q1,-2.9175987,38.531601,13.611,6.5938001,7370,8.4361,SE0007387246,BYPJVM8,0
INVENT MEDIC SWEDEN AB,322185,2018Q1,,,,,3842,.17299999,SE0007603402,BYVBHZ3,0
PETIQ INC,32219,2018Q1,-9.1109924,402.40201,202.088,.016000001,2834,115.066,US71639T1060,,0
AUTOBIO DIAGNOSTICS CO LTD,322190,2018Q1,1398.9796,2322.2039,534.737,420,2835,415.59671,CNE100002GC4,BYNC4Q4,0
TECHNO MEDICAL PCL,322192,2018Q1,397.17203,749.05402,349.496,154,3845,146.769,TH7423010001,BD41YM9,0
IL DONG PHARMACEUTICAL CO,322193,2018Q1,221979.98,586003.88,313533.19,21591.412,2834,119039.34,KR7249420001,BD0B3W6,0
TRANSTEMA GROUP AB,322194,2018Q1,20.945007,645.92499,397.05399,21.441,4899,176.93401,SE0006758587,BWFDCD4,0
DALSSPIRA MEJERI AB,322195,2018Q1,,15.629,7.8039999,7.8249998,2020,5.9660001,SE0007640297,BYZY5G5,0
FLC FAROS CONSTRUCTION,322200,2018Q1,,10846960,5139358.5,4730000,1600,480195.75,VN000000ROS1,BZ57C71,0
JIANGSU JIANGYIN RURAL,322202,2018Q1,9907.3906,112802.06,102810.76,1767.354,6020,,CNE100002BL6,BYZ5QR6,0
GAMING CORPS AB,322203,2018Q1,-5.4388008,23.603399,16.021,11.3787,7372,6.8789001,SE0007100615,BYY5FX6,0
HANOI-KINHBAC AGRICULTURE,322207,2018Q1,116157.38,736834.88,221441.47,516000,2000,17101.145,VN000000HKB6,BWT03L6,0
NHP PRODUCTION IMPORT-EXP,322208,2018Q1,,389535.63,113626.78,275764.91,2821,12064.961,VN000000NHP0,BW0D790,0
SON LA SUGAR JOINT STOCK CO,322209,2018Q1,391691.13,992078.19,599396.13,81599.828,2060,139526,VN000000SLS5,B8BTRD3,0
NILSSON SPECIAL VEHICLES AB,322218,2018Q1,,117.333,58.294998,4.6929998,3711,59.615002,SE0007702949,BYP0DM5,0
CROWDSOFT TECHNOLOGY AB,322220,2018Q1,12.481999,121.494,15.255,35.437,7372,3.0650001,SE0005937117,BMN95P7,0
ZAIGLE CO LTD,322221,2018Q1,67875.297,89815.836,4169.4609,6765.4551,3634,22419.33,KR7234920007,BDFVZN6,0
ZHENGPING ROAD & BRIDGE,322222,2018Q1,1360.0011,4731.9976,3293.9551,400.00299,1600,599.57922,CNE1000030N0,BYYDX47,0
CROSSTEC GROUP HOLDINGS LTD,322236,2018Q1,,84.391998,23.990999,24,7372,24.0805,KYG257501034,BZB1653,0
SHENZHEN ASIANTIME INTL,322242,2018Q1,1291.674,2544.9751,1220.682,180,1700,453.39621,CNE100002BQ5,BDFBDQ5,0
SHENZHEN LONGOOD INTELLIGENT,322243,2018Q1,630.73273,1063.6732,403.03601,120,3674,230.5209,CNE100002CZ4,BZ6S206,0
INTERLINK TELECOM PCL,322244,2018Q1,1517.311,4635.8374,3096.376,500,4899,365.38559,TH7414010Z06,BF3X5X8,0
ALCADON GROUP AB,322272,2018Q1,-67.400009,417.5,259.60001,.80000001,5065,149.60001,SE0008732218,BYZT9W4,0
TRIANGLE TYRE CO LTD,322279,2018Q1,7638.479,14441.522,6333.1621,800,3011,1805.464,CNE100002GN1,BD8DZZ1,0
PEN CONCEPT GROUP AB,322280,2018Q1,9.1260014,90.654999,64.824997,25.83,7389,36.717999,SE0008435051,BZ00H58,0
DARE BIOSCIENCE INC,32233,2018Q1,15.821,16.631001,.81,.001,2834,0,US23666P1012,,0
ISHARES MSCI EMG MK X CN ETF,32234,2018Q1,,,,,6722,,US46434G7640,,0
UNITED STATES 3X OIL ETF,32235,2018Q1,,,,,6722,,US91733T3077,,0
VONETIZE PLC,322356,2018Q1,,2.7460001,12.59,.017999999,4841,.43700001,CY0106661412,BZC0T50,0
XINJIANG XINTAI NATURAL GAS,322357,2018Q1,1959.741,2316.3728,299.34799,160,4924,329.31519,,BYT4D56,0
EUROPEAN DIVIDEND GROWTH FND,32236,2018Q1,,,,,6726,,US29876T1060,,0
EAGLE FINANCIAL BANCORP,32238,2018Q1,27.491005,132.229,104.738,.016000001,6036,1.595,US26952G1076,,0
MIDDLEFIELD HC & LF SC DV FD,32239,2018Q1,,,,,6726,,US5963361077,,0
NEXTDECADE CORP,32244,2018Q1,99.332001,111.416,12.084,.011,4923,0,US65342K1051,,0
BEIJING ADVANCED DIGITAL TEC,322448,2018Q1,724.64417,1206.2054,476.43399,120,7372,98.136101,CNE100002CX9,BZ57C93,0
HUBEI ZHENHUA CHEMICAL CO,322449,2018Q1,1127.8519,1289.4086,123.384,220,2810,348.5047,CNE100002FN3,BD41YB8,0
ALPINE IMMUNE SCIENCES INC,32245,2018Q1,72.428001,80.698997,6.8179998,.014,2836,.315,US02083G1004,,0
PRODUCTOS FAMILIA SA,322451,2018Q1,1330187.5,2231651.3,748423.63,111.067,2840,566533,COD09PA00013,2560234,0
SUGAR TERMINALS LTD,322452,2018Q1,,359.08301,27.9,317.62799,4220,23.7805,AU000000SUG0,B54YWV7,0
EPP NV,322455,2018Q1,,2299.3101,1333.145,642.77802,6798,,NL0011983374,BD5NFS7,0
GANSU LONGSHENRONGFA PHAR,322456,2018Q1,672.07141,787.53162,68.919998,303.345,2834,57.870701,CNE100002CP5,BD41Y96,0
SHANGHAI WONDERTEK SOFTWARE,322457,2018Q1,771.22888,848.44537,50.391998,220.8,7372,32.2929,CNE1000030M2,BD87Z86,0
YUNNAN CHUANGXIN NEW MAT,322458,2018Q1,1459.5406,2037.6702,508.53799,136.45,2670,241.49229,CNE100002BR3,BZ6S217,0
WASKITA BETON PRECAST TBK,322459,2018Q1,7817582,14580379,6752844,2636115.8,1600,2296335,ID1000137706,BD3RRL8,0
ESREY RESOURCES LTD,32246,2018Q1,4.9489999,10.818,.89899999,115.164,1311,0,US29669T1079,,0
AJWAN GULF REAL ESTATE CO,322460,2018Q1,18.444901,21.844,1.3038,21,6552,,KW0EQ0402531,B39RHQ7,0
AL EID FOOD CO (K.S.C.P.),322461,2018Q1,15.277102,21.372101,6.0949998,10.0456,5140,3.7351999,KW0EQ0702591,B3F2078,0
AMAR FINANCE & LEASING CO,322462,2018Q1,,21.260099,3.1259999,20,6500,,KW0EQ0202717,B4XJ9B5,0
EFFECT REAL ESTATE CO,322463,2018Q1,,6.2298999,.2476,8.2452002,6510,,KW0EQ0402499,B61PNR3,0
DOMACOM LTD,322466,2018Q1,.29690003,4.0342002,1.1591001,24.0527,6200,,AU000000DCL0,BZ5YX68,0
HOTCOPPER HOLDINGS LTD,322471,2018Q1,3.085,4.7490001,1.1059999,11.6412,7370,1.1315,AU000000HOT9,BYZVW21,0
VICORE PHARMA HOLDING AB,322473,2018Q1,40.776005,124.138,6.9120002,39.448002,2836,.84299999,SE0007577895,BYWWQL4,0
JIANGSU GENERAL SCIENCE TECH,322477,2018Q1,2399.9189,4121.5527,1492.0439,726.91913,3011,974.38239,CNE1000030L4,BZBG3C4,0
BRILLIANCE TECHNOLOGY CO LTD,322483,2018Q1,586.34589,753.0199,164.49699,91.191498,7373,91.613998,CNE100002CY7,BZBG3D5,0
UNITEKNO CO LTD,322489,2018Q1,54307.523,76397.68,19547.057,5963.7598,3714,15079.944,KR7241690007,BD5M5N9,0
WUHAN NUSUN LANDSCAPE CO,322490,2018Q1,520.9801,996.53772,474.995,167.5932,700,81.241501,CNE100002CR1,BDBBGM6,0
MISR FERTILIZERS PRODUCTION,322491,2018Q1,5080.1118,8319.041,3238.3721,2291.1724,2870,655.2605,EGS39061C014,BWSW8F2,0
HOLLYWOOD BOWL GROUP PLC,322492,2018Q1,11.986008,150.634,59.877998,1.5,7900,31.819,GB00BD0NVK62,BD0NVK6,0
LS CABLE & SYSTEM ASIA LTD,322493,2018Q1,100615.88,324585.13,193674.27,15312.44,3357,95544.031,KR7229640008,BZCR757,0
POSTAL SAVINGS BANK,322494,2018Q1,,9227353,8778251,81031,6020,,CNE1000029W3,BD8GL18,0
TAIWAN STEEL UNION CO LTD,322496,2018Q1,3534.218,4451.5381,913.40997,1112.709,3341,351.92599,TW0006581002,BD6P6R8,0
POWERHOUSE VENTURES LTD,322497,2018Q1,15.3968,17.4569,2.0569999,32.926399,8700,-.54659998,NZPVLE0001S6,BZ4C6W0,0
EATON VANCE FLTNG RATE 2022,32250,2018Q1,,,,,6726,,US27831H1005,,0
COGNOSEC AB,322507,2018Q1,-6.8320007,14.308,14.369,-.083999999,7370,3.355,SE0007604061,BYQ7CQ2,0
YEAKIN POLYMER LTD,322511,2018Q1,,1092.6533,241.159,649,2670,69.342598,BD0241YPL002,BD06495,0
LINKGENESIS CO LTD,322512,2018Q1,20389.732,25048.691,4648.5542,1000,7373,1952.483,KR7219420007,BD8Z3P3,0
WUXI RURAL COMMERCIAL BANK,322513,2018Q1,10066.394,140282.31,130010.13,1848.115,6020,,CNE1000030K6,BYYZM68,0
INTL ENG SK I,322515,2018Q1,247.29999,1278.1,369.79999,1,8200,459.39999,SE0008585525,BD7XYW2,0
COASTER INTERNATIONAL CO LTD,322521,2018Q1,2555.1621,4782.105,2194.1399,765.55701,5020,3009.5569,KYG224031024,BZ7N0X9,0
DEFAMA DEUTSCHE FACHMARKT AG,322525,2018Q1,11.746598,56.695099,44.942101,11.753,6512,,DE000A13SUL5,BZ4SS55,0
VA-Q-TEC AG,322528,2018Q1,50.264,90.944,39.727001,13.09,3290,13.64,DE0006636681,BZ13VD2,0
PDL COMMUNITY BANCORP,32253,2018Q1,165.71399,949.62299,783.909,.185,6035,11.595,US69290X1019,,0
ECOFIN GLOBAL UTILITIES,322531,2018Q1,,143.827,23.083,.91900003,6799,,GB00BD3V4641,BD3V464,0
BCPG PCL,322533,2018Q1,12794.688,32452.322,17748.178,9971.8906,4911,801.49902,TH7411010005,BD3RR41,0
HUBEI TKD CRYSTAL ELECTRONIC,322534,2018Q1,680.56744,1186.8778,471.69699,113.356,3674,140.47411,CNE1000030J8,BD3NFC3,0
ADALTA LTD,322535,2018Q1,,5.4752002,1.017,17.5735,2836,.018999999,AU0000001AD2,BD0G2X5,0
ANEKA GAS IND,322536,2018Q1,,6482730,3093607,1533330,2810,489642,ID1000137805,BD2BMR2,0
PARAMITA BANGUN SARANA PT,322538,2018Q1,,796117.63,153156.72,150000,1540,68818.969,ID1000137904,BYQ76B5,0
SHENZHEN EMPEROR TECHNOLOGY,322541,2018Q1,612.03528,889.54401,256.67401,135.205,3812,84.341904,CNE100002D12,BD0SZK9,0
SHENZHEN LIANDE AUTOMATION,322542,2018Q1,505.4183,1040.1665,517.401,72.066101,3559,117.4911,CNE100002D04,BD3NFG7,0
BLIRT SA,322545,2018Q1,4.8309999,8.1949997,2.9719999,1.2130001,2836,1.341,PLBLIRT00018,B67GJV6,0
TIKSPAC AB,322547,2018Q1,,24.02,4.1739998,1.1,4950,7.6700001,SE0005307048,BD64CK0,0
IFUN4ALL SA,322548,2018Q1,2.3594999,2.9640999,.602,1.3112,7372,.1203,PLIFN4L00018,BD7XTJ4,0
TECH INVEST GROUP SA,322549,2018Q1,11.931,16.389,4.0999999,.68400002,6282,,PLPBLIA00012,B5T7DZ2,0
SAVOSOLAR OYJ,322550,2018Q1,2.2786999,5.3871999,2.954,.4702,3674,.2534,FI4000123096,BWXBNZ9,0
KONTIGO CARE AB,322551,2018Q1,,33.012001,10.675,22.337,7372,3.819,SE0007075247,BYM1CX5,0
RHOVAC AB,322553,2018Q1,7.9319997,13.063,2.6670001,1.469,2836,,SE0007784319,BDB1046,0
PHARMACOLOG I UPPSALA AB,322554,2018Q1,5.6110001,12.601,4.2329998,2.358,3826,.1,SE0011178763,BG44ZT3,0
GABATHER AB,322556,2018Q1,30.673998,33.544998,2.076,2.29,2834,,SE0010869552,BYVSFM7,0
BROO LTD,322560,2018Q1,4.1615005,7.4675002,3.0969999,16.075899,2082,.6512,AU000000BEE5,BD82NM1,0
JIANGSU CHANGSHU RURAL COM,322562,2018Q1,12028.16,152105.53,139904.48,2222.728,6020,,CNE100002RJ6,BDFBDR6,0
JOUDER PRECISION INDUSTRY,322563,2018Q1,488.77609,731.06549,215.80499,133.34,3540,93.929497,CNE100002D46,BD87Z31,0
SICHUAN CHUANHUAN TECHNOLOGY,322564,2018Q1,713.87842,992.90399,257.577,61.744202,3050,153.81081,CNE100002D20,BYPH1R7,0
BIOLEADERS CORP,322565,2018Q1,26118.211,166784.23,94109.992,7952.6548,2836,4548.4258,KR7142760008,BSRQV25,0
VINTE VIVIENDAS INTEGRALES,322571,2018Q1,2592.5459,5287.2329,2672.741,857.05499,1520,646.50299,MX01VI050002,BZ0BCV2,0
POLSKA MEAT SA,322572,2018Q1,14.943997,82.519096,67.556999,.5,2011,22.749399,PLPOLMT00017,BD064P1,0
TAIWAN NAME PLATE CO LTD,322574,2018Q1,496.01804,833.00403,334.87601,195.659,2750,181.506,TW0006593007,BD886S6,0
ALZINOVA AB,322583,2018Q1,27.178299,30.866699,2.3310001,1.4408,2836,3.3954,SE0007413455,BYMFTM5,0
AHAWORLD AB,322584,2018Q1,-3.1399999,13.038,5.2859998,1.954,7990,5.5430002,SE0005962362,BMPGZK1,0
FASTOUT INT AB,322585,2018Q1,2.3329997,8.4105997,1.077,3.3692,7370,1.832,SE0007525738,BYZ1XB7,0
IDOGEN AB,322586,2018Q1,29.585999,48.495998,15.448,1.454,2834,,SE0006887386,BWX5RN7,0
HWASEUNG ENTERPRISE CO LTD,322591,2018Q1,258386.56,711678.56,448969.28,15134.168,3140,184486.02,KR7241590009,BZCMZG9,0
INNOGY SE,322597,2018Q1,547,48585,36617,7321,4931,10871,DE000A2AADD2,BDCFZS6,0
PREMIER ASSET MANAGEMENT,322598,2018Q1,14.936007,132.811,87.948997,.050000001,6282,,GB00BZB2KR63,BZB2KR6,0
ACRINOVA AB,322599,2018Q1,195.791,484.224,239.056,4.677,6510,,SE0007306188,BZ3DQ02,0
COMCAST CORP,3226,2018Q1,-42787,190876,118812,55,4841,22791,US20030N1019,,0
ARDEA RESOURCES LTD,322600,2018Q1,,27.856199,.95700002,27.3127,1000,,AU000000ARL4,BYMC6G9,0
MANAGEMENT RESOURCE SOLUTION,322602,2018Q1,,38.943001,31.952,38.810001,8742,16.7805,GB00B8BL4R23,BTC2W88,0
PERAK TRANSIT BHD,322603,2018Q1,222.129,430.439,206.687,130.12801,4100,26.115999,MYQ0186OO005,BDGJPP1,0
PFC DEVICE INC,322604,2018Q1,,,,,3674,5.8060002,,BDB46R0,0
PROMIKBOOK AB,322606,2018Q1,-1.9120002,15.078,6.3860002,1.3099999,7372,2.316,SE0005677804,BJS8S37,0
KUANG HONG ARTS MANAGEMENT,322607,2018Q1,592.19806,1134.326,528.39099,230,5090,299.586,TW0006596000,BYQ4122,0
ME2ON CO LTD,322608,2018Q1,-19386.258,124936.01,52894.586,15503.885,7372,23847.305,KR7201490000,BD87P31,0
MOBIMEDIA SOLUTION SA,322609,2018Q1,,60.3386,1.08,7.1999998,7370,,PLARTBM00013,B8K28C9,0
SHANGHAI CHENGDI CONSTRUCT,322611,2018Q1,767.55994,1239.6992,461.91699,103,8711,233.19431,CNE1000030H2,BYT0SK4,0
VEEM LTD,322612,2018Q1,28.388802,50.895302,22.073999,5.1406002,3530,9.9184999,AU000000VEE3,BDB42V6,0
INDEX PHARMACEUTICALS HLDG,322613,2018Q1,,103.167,17.17,1.251,2834,.054000001,SE0008966295,BD60FH6,0
ANTIPODES GLOBAL,322615,2018Q1,,430.41199,26.204,358.94299,6799,,AU000000APL8,BYYY908,0
SHOP APOTHEKE EUROPE NV,322617,2018Q1,41.499008,297.15201,66.292999,289.31699,5912,130.66701,NL0012044747,BYYH7G9,0
QINGDAO TOPSCOMM COMM,322621,2018Q1,2067.7561,2597.448,439.211,443.1055,3669,272.24759,CNE100002RS7,BD3NFD4,0
BROADEX TECHNOLOGIES CO LTD,322629,2018Q1,625.6239,697.11292,65.068001,82.669998,3663,72.474297,CNE100002D38,BD87Z42,0
DELTASHARE S&P 500 MG RK ETF,32263,2018Q1,,,,,6722,,US89349P1075,,0
SHENZHEN ROADROVER,322630,2018Q1,640.12738,1597.7697,929.745,120,3812,207.3078,CNE100002BS1,BD3NFJ0,0
SHANGHAI LIYIFEN CO LTD,322632,2018Q1,1922.986,2860.7615,905.948,243.7193,5400,1194.8293,CNE100002GH3,BD0SZL0,0
HEALTHCARE CO LTD,322639,2018Q1,1366.4142,2261.0874,711.74597,240,2390,611.22009,CNE1000030G4,BD87Z20,0
DELTASH S&P 600 MGD RISK ETF,32264,2018Q1,,,,,6722,,US89349P3055,,0
SUNTAK TECHNOLOGY CO LTD,322642,2018Q1,2388.5898,4840.1323,2187.2949,410,3672,876.4422,,BD3NFH8,0
NEW ZEALAND KING SALMON INVT,322644,2018Q1,128.601,226.851,55.396999,122.574,2090,43.844002,NZNZKE0003S0,BD2BMK5,0
ENGLEWOOD LAB INC,322646,2018Q1,55539.18,97242.602,38067.027,5297.27,2844,24064.309,KR8840110108,BDCG0B7,0
DELTASH S&P INT MGD RISK ETF,32265,2018Q1,,,,,6722,,US89349P4046,,0
JASON FURNITURE (HANGZHOU),322650,2018Q1,4108.4063,6492.5518,2163.002,428.14099,2510,1852.3365,CNE100002GF7,BYPH1S8,0
AB IGRENE,322651,2018Q1,20.550001,22.016001,1.087,.86799997,1311,,SE0006091476,BQ26P68,0
CELON PHARMA SA,322652,2018Q1,444.96268,534.90808,87.511002,4.5,2834,28.166599,PLCLNPH00015,BZCNHZ5,0
CHINA INDUSTRIAL SECURITIES,322653,2018Q1,,,,,6211,,KYG212101029,BD0BVL1,0
DOUBLE BOND CHEMICAL IND CO,322655,2018Q1,2312.6531,3082.6101,740.83502,698.078,2821,1055.295,TW0004764006,BYQKH88,0
HCT CO LTD,322656,2018Q1,41340.754,61932.188,19542.793,2289.967,8734,7957.1328,KR7072990005,BYM7363,0
ALTECO MEDICAL AB,322658,2018Q1,18.2768,22.119699,3.026,9.0986996,3845,1.1512001,SE0005620408,BJGZ8W9,0
DELTASHARE S&P 400 MD RK ETF,32266,2018Q1,,,,,6722,,US89349P2065,,0
SALTX TECH HOLDING AB,322660,2018Q1,120.813,225.582,59.035999,4.4580002,3585,6.4580002,SE0005308541,BCF5N15,0
GOODIX LTD,322661,2018Q1,3452.4089,4317.5176,798.21301,454.15948,3674,571.2876,CNE100002G84,BD3H4Q2,0
HEREN HEALTH CO LTD,322665,2018Q1,509.39642,721.27332,201.85899,83.220001,7372,48.588001,CNE100002D53,BYX3229,0
INTELLIAN TECHNOLOGIES INC,322666,2018Q1,61680.539,109159.52,43939.656,3608.719,3663,25875.113,KR7189300007,BYX4V69,0
LOOTOM TELCOVIDEO NETWORK,322668,2018Q1,616.15045,821.40503,177.957,200,3663,70.127998,CNE100002D95,BYX3230,0
MOLECULAR TEMPLATES,32267,2018Q1,44.317997,87.214996,16.274,.027000001,2836,.48199999,US6085501095,,0
SHANGHAI GUAO ELECTRONIC,322670,2018Q1,504.83286,657.81317,146.608,73.360001,3578,21.5434,CNE100002D61,BD5BP81,0
CAYMAN GOLDEN CENTURY WHEEL,322679,2018Q1,160905.58,176187.53,15279.097,20032.783,3523,26331.137,KYG1990V1041,BYMP5T4,0
SELIC CORP COMPANY LTD,322680,2018Q1,360.21701,495.173,129.38699,140,2891,142.325,TH7533010008,BYNGF41,0
PLAYWAY SA,322688,2018Q1,84.028,92.194,6.5450001,.66000003,7372,9.0030003,PLPLAYW00015,BYMPHM1,0
NEXEON MEDSYSTEMS INC,32269,2018Q1,.73600006,19.555,8.3830004,.028000001,3845,2.8699999,US65342G2030,,0
BEIJING WANJI TECHNOLOGY,322692,2018Q1,726.34576,1046.9886,304.09,108.296,3829,75.161903,CNE100002D79,BD5BP58,0
FORTUNE SHOES LTD,322693,2018Q1,,1696.3673,171.621,970,3140,371.10989,BD0637FRSL08,BD064B7,0
HANGZHOU JIZHI MECHATRONIC,322694,2018Q1,320.09171,349.85629,23.950001,48,3823,28.880301,CNE100002D87,BZ0BCT0,0
NANCAL ENERGY-SAVING TECH,322695,2018Q1,689.09851,820.77209,106.427,113.56,3569,65.027802,CNE1000030F6,BD5BP14,0
DOUBLE BOND PHARMACEUTICAL,322698,2018Q1,-1.0370001,4.6968999,5.6259999,.93260002,2834,.0099999998,SE0007185525,BZ0Y6P3,0
UNITED STATES 3X SRT OIL ETF,32270,2018Q1,,,,,6722,,US91733T4067,,0
LOVE GROUP GLOBAL LTD,322708,2018Q1,,1.5228,1.091,16.177401,7370,1.1796,AU000000LVE8,BYTP6L6,0
ACHIEVE LIFE SCIENCES INC,32271,2018Q1,2.631,8.46,2.3180001,.013,2834,0,US0044682039,,0
ANHUI HUANGSHAN CA,322710,2018Q1,662.09052,762.61102,84.348,86.669998,2834,75.303398,CNE100002BV5,BYX3241,0
BCM ALLIANCE BERHAD,322711,2018Q1,,67.095001,22.232,32.119999,5080,24.379,MYQ0187OO003,BYX39S4,0
GREAT RICH TECHNOLOGIES LTD,322713,2018Q1,,390807.81,77917.516,132724.88,3081,74036.57,HK0000307485,BD6FH64,0
SHENZHEN HEKEDA PRECISION,322714,2018Q1,501.05823,721.84131,201.41499,100,3550,56.282799,CNE100002BT9,BDCFSJ8,0
ZHEJIANG XCC GROUP LTD,322715,2018Q1,1169.1902,1751.973,462.65601,202.39999,3562,296.07181,CNE1000030D1,BDCFSK9,0
ENEGEX LTD,322716,2018Q1,,.53659999,.025,1.3669,1311,,AU000000ENX0,BFH3MN3,0
MYFIZIQ LTD,322717,2018Q1,.79730004,3.2307,.71600002,7.2121,7372,.75,AU000000MYQ4,BZ56C67,0
AHLSELL AB,322718,2018Q1,-5230,25914,16372,9542,5070,7161,SE0009155005,BD6DG27,0
JNBY DESIGN LTD,322719,2018Q1,1254.0171,2173.3291,862.79999,4.6220002,2300,826.99902,KYG550441045,BZBZHK7,0
HANGZHOU ELECTRONIC SOUL NET,322722,2018Q1,1623.2057,1886.5507,247.311,240,7372,100.4914,CNE100002GB6,BYXYV69,0
GREATER THAN AB,322723,2018Q1,7.1458988,35.482899,13.755,.94379997,7372,3.8954999,SE0005881554,BLTVD56,0
SAHAKOL EQUIPMENT PUBLIC CO,322724,2018Q1,2541.481,11199.973,8658.417,1134.8702,1220,830.91309,TH7539010002,BYNGFC9,0
STELMET SA,322725,2018Q1,427.69095,795.70697,342.14801,29.364,2400,61.969002,PLSTLMT00010,BDR0B00,0
